ID#,Name,Primary
1002646,Barry Cort
1011279,Dave Rucker
2540,Eric Surkamp
1128,Kirk Rueter
479,Matt Miller
1005990,Mark Holzemer
1013738,Jake Weimer
1014042,Vic Willis
1012747,John Sutton
1009211,Jack Morris
1000057,Karl Adams
1003549,Nick Dumovich
1005992,Rick Honeycutt
1009022,Dennis Moeller
2063,Jose Veras
1012052,Cy Slapnicka
1012972,Erskine Thomason
1013048,George Throop
1003546,Bob Duliba
1011740,Carroll Sembera
1003304,Bill Dillman
1012273,Andy Sommerville
1004636,Les German
742,Travis Miller
1003975,Bob Feller
1004850,Herb Goodall
1008539,Mickey McGowan
1001057,Wade Blasingame
1007929,Tony Mack
5337,Cristhian Martinez
4754,Shane Komine
960,Hector Mercado
5766,Bruce Rondon
12768,Sonny Gray
1006048,Byron Houck
1003915,Bob Fallon
1008172,Javier Martinez
1003256,Charlie Dewald
1837,Matt Belisle
1008473,Jack McDowell
9533,Andrew Carpenter
1001406,Jim Brewer
1001854,Paul Calvert
1013726,Mike Wegener
5564,Sean White
1008125,Rube Marquard
4383,Zach Kroenke
1002849,Cookie Cuccurullo
4454,Jesse English
1002321,Marty Clary
1007163,Frank Kreutzer
1014277,George Wright
1012324,Hack Spencer
1007919,Ken Mackenzie
1011831,John Shea
1002576,Ron Cook
1010726,Jim Ray
1001982,Frank Carpin
1002168,Anthony Chavez
1008853,Hank Miklos
1013010,Gus Thompson
1010742,Jeremiah Reardon
1007762,Lefty Lorenzen
7,Mickey Callaway
1001578,Fred Bruckbauer
1007405,Bob Lawson
1012360,Brad Springer
1001618,Garland Buckeye
8364,Eric Hurley
4849,Joe Blanton
1006992,Hal Kleine
1005733,Leroy Herrmann
1000536,Ray Bare
1004738,Hal Gilson
1009028,Herb Moford
1008859,Mike Milchin
1006136,Jesse Hudson
9803,Miles Mikolas
1004901,Charlie Gould
1007591,Terry Ley
1010,Ron Villone
1006066,Art Houtteman
1011094,Rich Rodas
1010881,Bob Rhoads
6457,Mike O'Connor
8801,Wilking Rodriguez
1009326,Bobby Munoz
10587,Chad Bettis
630,Brian Shouse
1004325,Mark Freeman
279,Jeff Fassero
1003181,Ramon de los Santos
1009065,John Montefusco
1005518,Scott Hawley
1005848,Paul Hinrichs
1001128,Charlie Bohn
1012774,Charlie Sweeney
1007607,Derek Lilliquist
1013141,Clay Touchstone
1011237,Marv Rotblatt
1003547,George Dumont
1012736,Harry Suter
1004898,Jim Gott
1010235,Kyle Peterson
9943,Todd Redmond
1007150,Frank Kreeger
1004535,Bob Garibaldi
1007827,Al Lukens
1002013,Arnold Carter
1008615,Jud McLaughlin
1005004,Kent Greenfield
1012955,Jake Thielman
1006204,Lem Hunter
1009757,Frank Okrie
1002584,Bill Cooney
10591,Scott Alexander
8353,Dean Anna
426,Scott Elarton
1001221,Andy Boswell
1012555,Bob Stoddard
1004247,Ed Foster
1004403,Bill Fulton
1929,Brian Bruney
20,Al Levine
1007727,Bill Long
1002884,Nig Cuppy
8799,Ryan Perry
1012247,Gene Snyder
1005019,Dave Gregg
1000948,Dan Bickham
4655,Mark McLemore
1011703,Ray Searage
1004011,Bob Ferris
1012084,John Smiley
1000191,Nick Altrock
1005536,Bill Haywood
1014150,Archie Wise
1000295,Rugger Ardizoia
936,Bryan Augenstein
58,Rick Helling
1000468,Tom Baker
1008381,Tom McCarthy
1002868,Bill Culp
1007250,Ed Lafitte
1289,Pedro Borbon
441,Denny Neagle
9894,Mike Broadway
1003337,Walt Doane
1002120,Cliff Chambers
2653,Travis Bowyer
1009911,Stubby Overmire
